Class,Red,Green,Blue
Vegetation,70,75,53
Vegetation,71,75,53
Vegetation,71,76,53
Vegetation,72,76,53
Vegetation,73,78,53
Vegetation,74,82,54
Vegetation,75,82,53
Vegetation,76,82,53
Vegetation,73,78,52
Vegetation,71,75,52
Vegetation,68,71,52
Vegetation,68,72,53
Vegetation,70,76,54
Vegetation,71,78,55
Vegetation,73,81,56
Vegetation,73,82,58
Vegetation,74,84,59
Vegetation,75,87,59
Vegetation,76,88,59
Vegetation,76,89,59
Vegetation,76,91,58
Vegetation,61,67,50
Vegetation,62,67,50
Vegetation,63,67,50
Vegetation,66,68,51
Vegetation,68,69,51
Vegetation,71,70,52
Vegetation,72,73,54
Vegetation,73,77,55
Vegetation,74,77,54
Vegetation,74,78,53
Vegetation,72,79,53
Vegetation,70,78,53
Vegetation,68,75,52
Vegetation,66,75,52
Vegetation,65,75,51
Vegetation,63,71,51
Vegetation,63,68,50
Vegetation,63,66,49
Vegetation,63,67,50
Vegetation,63,68,51
Vegetation,66,68,52
Vegetation,68,68,53
Vegetation,70,69,53
Vegetation,70,70,52
Vegetation,68,71,52
Vegetation,67,69,52
Vegetation,66,67,52
Vegetation,67,67,53
Vegetation,67,68,52
Vegetation,68,69,52
Vegetation,69,71,51
Vegetation,71,73,51
Vegetation,72,76,52
Vegetation,73,79,52
Vegetation,72,82,53
Vegetation,72,81,53
Vegetation,72,79,53
Vegetation,71,77,52
Vegetation,71,76,52
Vegetation,71,76,54
Vegetation,72,76,55
Vegetation,74,77,57
Vegetation,76,81,58
Vegetation,78,84,58
Vegetation,78,86,59
Vegetation,79,87,59
Vegetation,79,88,58
Vegetation,80,87,57
Vegetation,80,85,55
Vegetation,81,86,56
Vegetation,82,87,56
Vegetation,82,89,56
Vegetation,82,89,56
Vegetation,82,88,57
Vegetation,81,87,58
Vegetation,80,85,58
Vegetation,79,80,57
Vegetation,77,76,55
Vegetation,75,73,53
Vegetation,72,73,53
Vegetation,70,73,53
Vegetation,71,75,53
Vegetation,72,76,53
Vegetation,73,77,53
Vegetation,73,79,54
Vegetation,74,82,55
Vegetation,74,83,54
Vegetation,74,83,53
Vegetation,72,78,52
Vegetation,70,74,52
Vegetation,68,70,53
Vegetation,68,73,54
Vegetation,70,77,54
Vegetation,71,80,56
Vegetation,72,82,57
Vegetation,73,84,58
Vegetation,73,85,59
Vegetation,73,85,58
Vegetation,72,85,58
Vegetation,72,85,57
Vegetation,71,85,56
Vegetation,69,81,56
Vegetation,64,69,51
Vegetation,65,68,52
Vegetation,67,70,52
Vegetation,70,72,52
Vegetation,72,73,53
Vegetation,73,75,54
Vegetation,73,78,55
Vegetation,73,78,54
Vegetation,73,78,54
Vegetation,70,77,53
Vegetation,68,75,53
Vegetation,65,73,53
Vegetation,65,73,52
Vegetation,63,72,52
Vegetation,63,70,51
Vegetation,63,68,50
Vegetation,63,68,49
Vegetation,63,69,50
Vegetation,64,71,52
Vegetation,66,70,54
Vegetation,67,68,55
Vegetation,68,67,53
Vegetation,68,67,52
Vegetation,67,68,51
Vegetation,66,66,51
Vegetation,65,65,52
Vegetation,66,67,52
Vegetation,66,69,53
Vegetation,67,71,52
Vegetation,68,72,52
Vegetation,69,73,51
Vegetation,70,76,52
Vegetation,70,78,52
Vegetation,70,78,53
Vegetation,70,78,53
Vegetation,71,78,52
Vegetation,71,77,52
Vegetation,71,76,52
Vegetation,71,77,53
Vegetation,72,78,55
Vegetation,75,79,57
Vegetation,77,82,58
Vegetation,79,86,59
Vegetation,79,87,59
Vegetation,79,88,59
Vegetation,78,88,58
Vegetation,79,88,57
Vegetation,79,87,56
Vegetation,80,87,56
Vegetation,81,87,56
Vegetation,81,87,56
Vegetation,82,86,56
Vegetation,83,86,57
Vegetation,81,84,57
Vegetation,80,82,58
Vegetation,79,78,56
Vegetation,77,74,55
Vegetation,74,70,53
Vegetation,72,70,53
Vegetation,70,73,53
Vegetation,71,75,53
Vegetation,72,77,53
Vegetation,74,78,54
Vegetation,74,81,54
Vegetation,73,84,55
Vegetation,73,82,54
Vegetation,72,79,53
Vegetation,71,75,52
Vegetation,69,73,52
Vegetation,68,72,52
Vegetation,68,76,53
Vegetation,70,80,54
Vegetation,72,80,55
Vegetation,72,81,55
Vegetation,72,86,56
Vegetation,71,85,56
Vegetation,71,81,55
Vegetation,69,81,54
Vegetation,67,80,54
Vegetation,65,76,53
Vegetation,63,70,53
Vegetation,67,68,53
Vegetation,69,71,53
Vegetation,71,74,53
Vegetation,73,76,54
Vegetation,73,77,54
Vegetation,73,78,55
Vegetation,72,78,54
Vegetation,71,76,54
Vegetation,68,73,53
Vegetation,66,72,53
Vegetation,62,71,53
Vegetation,62,70,52
Vegetation,62,69,52
Vegetation,63,69,51
Vegetation,63,68,50
Vegetation,63,69,50
Vegetation,64,70,51
Vegetation,65,72,52
Vegetation,65,70,54
Vegetation,66,68,54
Vegetation,66,66,53
Vegetation,66,66,51
Vegetation,65,66,50
Vegetation,65,65,51
Vegetation,64,65,51
Vegetation,65,68,51
Vegetation,65,69,51
Vegetation,66,70,51
Vegetation,67,71,51
Vegetation,67,71,51
Vegetation,68,73,51
Vegetation,68,74,52
Vegetation,68,74,52
Vegetation,69,75,52
Vegetation,69,75,52
Vegetation,70,76,51
Vegetation,71,77,51
Vegetation,71,77,53
Vegetation,73,79,56
Vegetation,76,81,58
Vegetation,78,83,58
Vegetation,80,86,58
Vegetation,79,88,58
Vegetation,78,88,58
Vegetation,78,87,57
Vegetation,78,87,56
Vegetation,78,88,56
Vegetation,79,87,56
Vegetation,80,86,56
Vegetation,81,85,56
Vegetation,82,84,56
Vegetation,83,83,57
Vegetation,82,82,57
Vegetation,80,80,58
Vegetation,78,76,56
Vegetation,76,72,55
Vegetation,74,67,54
Vegetation,72,69,53
Vegetation,70,72,53
Vegetation,71,75,53
Vegetation,72,78,54
Vegetation,74,79,54
Vegetation,73,81,54
Vegetation,72,83,55
Vegetation,71,79,54
Vegetation,70,75,53
Vegetation,69,73,52
Vegetation,67,72,51
Vegetation,66,73,52
Vegetation,67,75,52
Vegetation,68,77,53
Vegetation,69,76,54
Vegetation,70,76,54
Vegetation,69,78,55
Vegetation,68,77,54
Vegetation,67,73,53
Vegetation,66,72,51
Vegetation,64,71,50
Vegetation,63,67,50
Vegetation,62,63,50
Vegetation,70,75,53
Vegetation,72,77,53
Vegetation,73,78,54
Vegetation,73,79,54
Vegetation,72,80,54
Vegetation,72,76,54
Vegetation,70,73,53
Vegetation,67,69,52
Vegetation,63,67,52
Vegetation,60,66,52
Vegetation,61,66,52
Vegetation,61,66,51
Vegetation,63,67,51
Vegetation,63,68,51
Vegetation,64,69,50
Vegetation,65,70,51
Vegetation,66,69,51
Vegetation,65,69,52
Vegetation,65,69,52
Vegetation,65,66,51
Vegetation,64,66,51
Vegetation,63,65,50
Vegetation,63,66,50
Vegetation,63,66,50
Vegetation,63,69,50
Vegetation,65,69,50
Vegetation,65,68,50
Vegetation,66,68,50
Vegetation,66,69,51
Vegetation,66,69,51
Vegetation,66,70,51
Vegetation,67,71,52
Vegetation,68,71,52
Vegetation,68,72,51
Vegetation,70,74,51
Vegetation,71,76,51
Vegetation,72,77,53
Vegetation,74,79,56
Vegetation,76,82,58
Vegetation,79,84,58
Vegetation,80,86,57
Vegetation,79,86,57
Vegetation,78,85,56
Vegetation,77,82,56
Vegetation,77,83,56
Vegetation,78,85,56
Vegetation,79,84,56
Vegetation,80,84,56
Vegetation,81,83,57
Vegetation,83,83,57
Vegetation,84,82,57
Vegetation,83,81,58
Vegetation,81,80,58
Vegetation,79,76,56
Vegetation,77,72,55
Vegetation,75,70,54
Vegetation,73,70,54
Vegetation,71,71,54
Vegetation,71,74,54
Vegetation,71,76,54
Vegetation,71,79,55
Vegetation,70,79,55
Vegetation,69,77,55
Vegetation,68,74,54
Vegetation,66,71,52
Vegetation,66,70,51
Vegetation,65,70,51
Vegetation,64,72,51
Vegetation,65,72,52
Vegetation,65,72,53
Vegetation,66,70,53
Vegetation,66,69,53
Vegetation,65,69,53
Vegetation,64,67,52
Vegetation,63,64,50
Vegetation,62,63,49
Vegetation,62,62,48
Vegetation,62,59,48
Vegetation,62,59,48
Vegetation,63,62,48
Vegetation,72,79,53
Vegetation,73,79,53
Vegetation,73,79,54
Vegetation,71,79,54
Vegetation,70,73,53
Vegetation,68,69,52
Vegetation,65,65,51
Vegetation,61,63,51
Vegetation,58,62,51
Vegetation,59,62,51
Vegetation,60,63,51
Vegetation,61,65,51
Vegetation,62,66,51
Vegetation,62,67,50
Vegetation,63,67,50
Vegetation,63,66,51
Vegetation,63,67,51
Vegetation,63,66,51
Vegetation,63,65,50
Vegetation,63,65,50
Vegetation,62,65,50
Vegetation,62,66,50
Vegetation,62,66,49
Vegetation,62,66,49
Vegetation,63,66,49
Vegetation,64,64,49
Vegetation,64,65,50
Vegetation,64,66,50
Vegetation,64,66,51
Vegetation,65,66,51
Vegetation,66,68,51
Vegetation,67,68,51
Vegetation,68,68,51
Vegetation,69,71,51
Vegetation,71,73,51
Vegetation,73,74,53
Vegetation,75,77,56
Vegetation,77,81,58
Vegetation,79,84,58
Vegetation,80,86,57
Vegetation,78,84,55
Vegetation,77,81,55
Vegetation,76,78,55
Vegetation,77,80,55
Vegetation,78,82,56
Vegetation,79,82,56
Vegetation,80,82,57
Vegetation,82,82,57
Vegetation,84,82,58
Vegetation,86,82,58
Vegetation,84,81,58
Vegetation,82,80,58
Vegetation,80,76,56
Vegetation,78,74,56
Vegetation,76,72,55
Vegetation,74,71,54
Vegetation,72,70,54
Vegetation,71,72,54
Vegetation,69,73,54
Vegetation,68,75,54
Vegetation,67,73,53
Vegetation,65,70,53
Vegetation,64,69,52
Vegetation,63,67,52
Vegetation,62,66,51
Vegetation,62,66,51
Vegetation,62,68,51
Vegetation,62,68,51
Vegetation,62,67,52
Vegetation,62,66,51
Vegetation,62,63,51
Vegetation,61,62,51
Vegetation,60,61,50
Vegetation,59,60,49
Vegetation,60,59,48
Vegetation,60,59,48
Vegetation,60,59,48
Vegetation,62,62,49
Vegetation,72,79,53
Vegetation,71,77,53
Vegetation,69,74,53
Vegetation,67,69,52
Vegetation,65,65,51
Vegetation,62,62,51
Vegetation,59,60,50
Vegetation,56,58,50
Vegetation,57,59,50
Vegetation,58,61,50
Vegetation,59,63,50
Vegetation,60,63,50
Vegetation,60,63,51
Vegetation,61,63,50
Vegetation,61,63,50
Vegetation,61,63,50
Vegetation,62,64,49
Vegetation,62,63,49
Vegetation,62,63,49
Vegetation,61,64,50
Vegetation,61,65,49
Vegetation,61,66,48
Vegetation,61,64,48
Vegetation,62,63,48
Vegetation,63,61,48
Vegetation,63,63,49
Vegetation,63,64,50
Vegetation,63,63,50
Vegetation,63,65,50
Vegetation,65,67,50
Vegetation,66,67,51
Vegetation,67,67,51
Vegetation,69,69,50
Vegetation,72,71,51
Vegetation,75,75,53
Vegetation,76,78,56
Vegetation,78,82,58
Vegetation,79,83,57
Vegetation,79,84,55
Vegetation,78,82,54
Vegetation,77,81,54
Vegetation,76,79,54
Vegetation,76,80,55
Vegetation,77,82,55
Vegetation,78,82,56
Vegetation,80,82,57
Vegetation,82,82,57
Vegetation,84,83,58
Vegetation,87,83,58
Vegetation,85,84,58
Vegetation,83,83,58
Vegetation,81,78,57
Vegetation,79,76,56
Vegetation,77,74,56
Vegetation,75,72,55
Vegetation,73,70,54
Vegetation,70,70,53
Vegetation,68,70,52
Vegetation,65,68,52
Vegetation,63,66,51
Vegetation,61,63,51
Vegetation,60,63,50
Vegetation,60,62,50
Vegetation,60,61,50
Vegetation,60,62,50
Vegetation,60,65,50
Vegetation,60,64,50
Vegetation,60,63,51
Vegetation,59,62,50
Vegetation,59,60,49
Vegetation,58,57,48
Vegetation,58,57,48
Vegetation,57,57,47
Vegetation,58,57,47
Vegetation,69,74,53
Vegetation,67,70,53
Vegetation,65,66,52
Vegetation,62,62,50
Vegetation,59,60,49
Vegetation,57,58,49
Vegetation,55,57,49
Vegetation,55,59,49
Vegetation,56,60,49
Vegetation,57,60,49
Vegetation,58,61,49
Vegetation,58,61,50
Vegetation,59,61,49
Vegetation,59,61,49
Vegetation,60,63,49
Vegetation,60,63,49
Vegetation,61,63,48
Vegetation,61,63,48
Vegetation,60,63,48
Vegetation,60,63,48
Vegetation,60,63,48
Vegetation,60,62,48
Vegetation,61,62,48
Vegetation,62,61,48
Vegetation,62,63,48
Vegetation,62,64,48
Vegetation,61,63,49
Vegetation,62,64,49
Vegetation,63,67,49
Vegetation,65,67,50
Vegetation,66,67,50
Vegetation,69,68,51
Vegetation,73,70,52
Vegetation,76,76,54
Vegetation,78,80,55
Vegetation,78,84,57
Vegetation,79,83,56
Vegetation,79,82,54
Vegetation,78,81,54
Vegetation,77,80,53
Vegetation,76,78,54
Vegetation,77,80,54
Vegetation,78,82,55
Vegetation,79,82,56
Vegetation,80,82,57
Vegetation,83,83,58
Vegetation,86,84,58
Vegetation,88,86,58
Vegetation,86,85,58
Vegetation,84,83,58
Vegetation,82,79,57
Vegetation,79,76,57
Vegetation,76,74,57
Vegetation,74,71,55
Vegetation,71,68,54
Vegetation,69,67,52
Vegetation,66,65,51
Vegetation,64,61,50
Vegetation,63,60,49
Vegetation,63,61,49
Vegetation,63,61,49
Vegetation,63,61,49
Vegetation,63,62,49
Vegetation,62,63,50
Vegetation,62,64,50
Vegetation,62,64,50
Vegetation,61,63,50
Vegetation,60,60,49
Vegetation,60,57,48
Vegetation,59,56,46
Vegetation,65,67,52
Vegetation,62,63,51
Vegetation,59,61,50
Vegetation,57,58,48
Vegetation,55,57,48
Vegetation,53,57,48
Vegetation,54,59,47
Vegetation,55,59,47
Vegetation,55,58,47
Vegetation,56,58,48
Vegetation,57,59,48
Vegetation,58,60,49
Vegetation,59,60,49
Vegetation,60,62,49
Vegetation,61,63,48
Vegetation,62,63,48
Vegetation,61,63,47
Vegetation,61,63,47
Vegetation,60,62,47
Vegetation,60,61,47
Vegetation,61,61,48
Vegetation,61,60,48
Vegetation,61,60,47
Vegetation,61,61,47
Vegetation,61,61,47
Vegetation,61,60,48
Vegetation,62,62,48
Vegetation,63,66,48
Vegetation,65,67,49
Vegetation,67,68,50
Vegetation,70,71,51
Vegetation,74,75,52
Vegetation,77,81,53
Vegetation,78,83,55
Vegetation,79,84,56
Vegetation,79,83,55
Vegetation,80,81,54
Vegetation,79,80,53
Vegetation,78,79,53
Vegetation,78,76,53
Vegetation,78,79,54
Vegetation,79,82,55
Vegetation,80,82,56
Vegetation,82,83,57
Vegetation,84,84,58
Vegetation,87,87,58
Vegetation,90,88,58
Vegetation,87,85,58
Vegetation,85,82,58
Vegetation,83,78,58
Vegetation,79,75,58
Vegetation,75,72,58
Vegetation,71,69,55
Vegetation,67,66,53
Vegetation,66,63,51
Vegetation,65,60,50
Vegetation,63,56,48
Vegetation,64,57,48
Vegetation,65,61,47
Vegetation,66,61,48
Vegetation,67,61,48
Vegetation,66,63,49
Vegetation,65,65,49
Vegetation,65,65,49
Vegetation,63,65,49
Vegetation,62,65,49
Vegetation,61,62,50
Vegetation,59,59,49
Vegetation,57,57,47
Vegetation,56,57,47
Vegetation,54,56,46
Vegetation,55,57,46
Vegetation,55,56,46
Vegetation,56,55,46
Vegetation,57,56,47
Vegetation,59,59,48
Vegetation,61,58,48
Vegetation,63,59,48
Vegetation,64,63,49
Vegetation,64,64,48
Vegetation,65,62,47
Vegetation,64,62,46
Vegetation,63,63,46
Vegetation,62,60,46
Vegetation,62,59,47
Vegetation,61,59,48
Vegetation,61,58,47
Vegetation,61,57,47
Vegetation,61,58,46
Vegetation,61,58,46
Vegetation,61,57,47
Vegetation,62,60,47
Vegetation,64,65,47
Vegetation,66,67,48
Vegetation,68,68,50
Vegetation,71,74,51
Vegetation,74,79,53
Vegetation,78,84,53
Vegetation,79,86,54
Vegetation,80,85,56
Vegetation,80,83,55
Vegetation,80,82,53
Vegetation,80,81,53
Vegetation,80,79,53
Vegetation,79,77,53
Vegetation,80,82,54
Vegetation,81,86,55
Vegetation,82,84,56
Vegetation,84,85,57
Vegetation,86,87,59
Vegetation,89,88,59
Vegetation,91,88,60
Vegetation,88,86,60
Vegetation,86,82,60
Vegetation,84,77,58
Vegetation,80,73,57
Vegetation,74,70,55
Vegetation,69,67,53
Vegetation,64,64,51
Vegetation,63,62,50
Vegetation,63,60,49
Vegetation,63,59,49
Vegetation,65,61,49
Vegetation,67,64,50
Vegetation,69,65,50
Vegetation,70,66,50
Vegetation,69,67,50
Vegetation,68,67,50
Vegetation,67,68,50
Vegetation,58,58,48
Vegetation,57,57,47
Vegetation,56,56,46
Vegetation,55,56,46
Vegetation,55,56,46
Vegetation,56,56,46
Vegetation,56,54,46
Vegetation,58,57,47
Vegetation,61,61,48
Vegetation,65,62,48
Vegetation,68,63,49
Vegetation,68,69,49
Vegetation,67,69,49
Vegetation,67,66,48
Vegetation,66,66,47
Vegetation,65,66,47
Vegetation,65,63,47
Vegetation,63,61,48
Vegetation,62,60,48
Vegetation,61,59,48
Vegetation,60,58,47
Vegetation,61,58,47
Vegetation,61,58,46
Vegetation,61,59,47
Vegetation,62,62,47
Vegetation,65,67,48
Vegetation,67,69,49
Vegetation,69,71,50
Vegetation,72,77,52
Vegetation,75,81,53
Vegetation,79,84,54
Vegetation,80,86,55
Vegetation,80,87,56
Vegetation,81,85,55
Vegetation,81,84,54
Vegetation,81,83,53
Vegetation,81,82,53
Vegetation,81,82,53
Vegetation,82,87,54
Vegetation,83,91,55
Vegetation,84,88,56
Vegetation,86,87,58
Vegetation,88,90,59
Vegetation,90,89,61
Vegetation,91,88,61
Vegetation,89,86,62
Vegetation,86,82,62
Vegetation,83,76,59
Vegetation,79,72,56
Vegetation,72,68,52
Vegetation,66,65,51
Vegetation,62,61,50
Vegetation,62,61,49
Vegetation,63,61,49
Vegetation,64,64,49
Vegetation,66,67,51
Vegetation,69,69,52
Vegetation,71,70,51
Vegetation,72,71,51
Vegetation,57,55,46
Vegetation,57,55,46
Vegetation,56,55,46
Vegetation,56,56,46
Vegetation,56,57,46
Vegetation,57,57,47
Vegetation,60,61,48
Vegetation,64,66,49
Vegetation,69,69,50
Vegetation,72,72,50
Vegetation,71,77,51
Vegetation,70,76,50
Vegetation,69,71,49
Vegetation,68,70,49
Vegetation,67,69,48
Vegetation,66,67,49
Vegetation,65,65,49
Vegetation,64,61,49
Vegetation,62,60,49
Vegetation,61,58,48
Vegetation,61,58,47
Vegetation,61,59,47
Vegetation,62,61,47
Vegetation,63,65,48
Vegetation,65,68,49
Vegetation,67,70,50
Vegetation,69,71,51
Vegetation,72,77,52
Vegetation,75,81,53
Vegetation,78,82,54
Vegetation,79,84,55
Vegetation,80,87,56
Vegetation,80,86,56
Vegetation,81,85,55
Vegetation,81,84,55
Vegetation,80,82,54
Vegetation,80,81,54
Vegetation,81,85,54
Vegetation,82,88,54
Vegetation,83,85,56
Vegetation,84,86,58
Vegetation,86,88,61
Vegetation,88,88,62
Vegetation,89,88,63
Vegetation,86,84,65
Vegetation,82,80,63
Vegetation,78,74,59
Vegetation,74,69,54
Vegetation,69,65,49
Vegetation,65,61,48
Vegetation,61,59,48
Vegetation,62,60,48
Vegetation,64,64,48
Vegetation,66,69,50
Vegetation,68,72,52
Vegetation,56,54,46
Vegetation,56,54,46
Vegetation,56,56,46
Vegetation,56,57,47
Vegetation,57,57,48
Vegetation,60,61,49
Vegetation,65,67,51
Vegetation,69,73,51
Vegetation,71,77,52
Vegetation,70,78,52
Vegetation,69,76,52
Vegetation,69,72,51
Vegetation,69,72,50
Vegetation,69,72,50
Vegetation,69,72,50
Vegetation,68,70,50
Vegetation,66,67,51
Vegetation,64,62,50
Vegetation,62,59,49
Vegetation,63,60,48
Vegetation,63,61,47
Vegetation,64,64,48
Vegetation,65,66,49
Vegetation,66,68,50
Vegetation,67,69,51
Vegetation,69,70,51
Vegetation,71,74,52
Vegetation,73,78,53
Vegetation,76,81,54
Vegetation,77,83,56
Vegetation,78,84,57
Vegetation,79,86,56
Vegetation,80,86,56
Vegetation,80,84,56
Vegetation,79,82,55
Vegetation,79,80,54
Vegetation,80,82,54
Vegetation,81,84,54
Vegetation,82,83,56
Vegetation,83,84,59
Vegetation,84,87,61
Vegetation,86,88,62
Vegetation,86,88,63
Vegetation,82,84,65
Vegetation,77,79,63
Vegetation,73,72,58
Vegetation,70,67,53
Vegetation,66,62,48
Vegetation,62,59,48
Vegetation,60,58,48
Vegetation,63,60,48
Vegetation,56,53,46
Vegetation,56,55,47
Vegetation,57,56,48
Vegetation,57,57,49
Vegetation,60,62,50
Vegetation,64,68,52
Vegetation,68,76,52
Vegetation,70,81,53
Vegetation,69,78,53
Vegetation,69,76,53
Vegetation,68,73,52
Vegetation,69,74,52
Vegetation,70,75,51
Vegetation,71,76,51
Vegetation,70,75,52
Vegetation,68,72,52
Vegetation,66,67,51
Vegetation,65,62,50
Vegetation,65,63,49
Vegetation,66,65,48
Vegetation,66,67,49
Vegetation,67,68,50
Vegetation,67,70,51
Vegetation,68,70,51
Vegetation,68,71,51
Vegetation,70,74,52
Vegetation,71,76,53
Vegetation,73,78,54
Vegetation,75,81,55
Vegetation,77,84,56
Vegetation,78,84,56
Vegetation,79,84,56
Vegetation,79,86,56
Vegetation,79,84,55
Vegetation,78,81,55
Vegetation,79,83,54
Vegetation,80,84,54
Vegetation,80,84,56
Vegetation,81,86,58
Vegetation,82,88,60
Vegetation,83,88,60
Vegetation,83,87,61
Vegetation,78,84,61
Vegetation,73,80,60
Vegetation,68,70,56
Vegetation,65,64,52
Vegetation,62,59,49
Vegetation,60,59,49
Vegetation,56,55,47
Vegetation,57,57,48
Vegetation,58,58,48
Vegetation,60,62,49
Vegetation,64,68,50
Vegetation,67,73,51
Vegetation,69,76,52
Vegetation,68,77,52
Vegetation,68,76,52
Vegetation,68,73,52
Vegetation,69,75,52
Vegetation,71,78,52
Vegetation,73,77,52
Vegetation,73,77,52
Vegetation,71,76,52
Vegetation,68,72,51
Vegetation,66,68,50
Vegetation,67,68,49
Vegetation,68,69,49
Vegetation,68,69,50
Vegetation,68,70,51
Vegetation,68,72,51
Vegetation,68,72,51
Vegetation,68,72,51
Vegetation,69,74,52
Vegetation,70,74,53
Vegetation,70,75,53
Vegetation,72,78,54
Vegetation,75,82,56
Vegetation,77,82,56
Vegetation,78,83,56
Vegetation,78,86,56
Vegetation,78,84,55
Vegetation,78,81,55
Vegetation,78,83,55
Vegetation,79,84,55
Vegetation,79,84,56
Vegetation,79,86,57
Vegetation,79,87,59
Vegetation,80,86,59
Vegetation,80,85,58
Vegetation,75,81,58
Vegetation,71,75,56
Vegetation,67,65,54
Vegetation,57,57,47
Vegetation,58,58,48
Vegetation,60,62,48
Vegetation,63,67,49
Vegetation,66,69,50
Vegetation,68,71,51
Vegetation,67,73,51
Vegetation,67,72,52
Vegetation,67,70,52
Vegetation,69,74,52
Vegetation,71,78,52
Vegetation,73,78,52
Vegetation,74,78,53
Vegetation,72,77,53
Vegetation,70,74,52
Vegetation,69,70,51
Vegetation,69,71,50
Vegetation,69,71,50
Vegetation,69,71,51
Vegetation,69,71,51
Vegetation,68,72,52
Vegetation,68,73,52
Vegetation,67,73,51
Vegetation,67,71,52
Vegetation,67,70,52
Vegetation,67,68,53
Vegetation,69,71,54
Vegetation,72,75,55
Vegetation,75,77,55
Vegetation,77,79,55
Vegetation,78,81,56
Vegetation,79,81,55
Vegetation,80,79,55
Vegetation,79,81,55
Vegetation,78,83,55
Vegetation,76,84,56
Vegetation,76,84,57
Vegetation,76,85,58
Vegetation,76,84,57
Vegetation,75,83,56
Vegetation,73,82,56
Vegetation,74,82,55
Vegetation,76,83,55
Vegetation,79,82,55
Vegetation,81,80,55
Vegetation,79,81,56
Vegetation,77,81,56
Vegetation,75,77,55
Vegetation,72,73,54
Vegetation,69,69,54
Vegetation,66,66,53
Vegetation,63,63,52
Vegetation,64,65,51
Vegetation,65,68,51
Vegetation,66,72,51
Vegetation,67,73,52
Vegetation,68,73,52
Vegetation,69,73,52
Vegetation,70,73,51
Vegetation,70,75,51
Vegetation,71,74,51
Vegetation,71,72,52
Vegetation,72,74,53
Vegetation,73,77,53
Vegetation,74,79,53
Vegetation,73,79,53
Vegetation,71,76,53
Vegetation,69,71,52
Vegetation,67,65,51
Vegetation,67,67,51
Vegetation,66,68,51
Vegetation,66,66,49
Vegetation,65,65,49
Vegetation,61,63,48
Vegetation,59,60,47
Vegetation,57,57,47
Vegetation,58,59,47
Vegetation,60,61,47
Vegetation,63,62,48
Vegetation,65,64,49
Vegetation,65,66,50
Vegetation,66,66,51
Vegetation,67,67,51
Vegetation,69,74,52
Vegetation,71,79,53
Vegetation,73,79,53
Vegetation,74,78,53
Vegetation,74,77,53
Vegetation,74,77,53
Vegetation,73,77,53
Vegetation,73,80,52
Vegetation,72,80,52
Vegetation,71,75,52
Vegetation,70,74,52
Vegetation,68,74,52
Vegetation,67,71,51
Vegetation,65,68,50
Vegetation,63,63,50
Vegetation,61,61,50
Vegetation,59,61,51
Vegetation,62,62,52
Vegetation,66,65,53
Vegetation,70,71,54
Vegetation,73,77,55
Vegetation,76,82,56
Vegetation,79,82,56
Vegetation,82,82,56
Vegetation,79,84,55
Vegetation,59,61,47
Vegetation,61,62,48
Vegetation,63,63,49
Vegetation,63,65,50
Vegetation,65,67,51
Vegetation,66,70,51
Vegetation,69,77,52
Vegetation,71,80,53
Vegetation,73,78,53
Vegetation,74,77,53
Vegetation,75,77,53
Vegetation,75,78,53
Vegetation,75,79,53
Vegetation,74,82,53
Vegetation,73,80,53
Vegetation,71,75,53
Vegetation,70,73,52
Vegetation,68,72,52
Vegetation,67,68,51
Vegetation,65,64,49
Vegetation,62,61,48
Vegetation,61,60,49
Vegetation,59,59,50
Vegetation,63,62,51
Vegetation,67,66,52
Vegetation,71,73,53
Vegetation,74,78,55
Vegetation,76,82,56
Vegetation,78,83,56
Vegetation,61,62,48
Vegetation,62,64,49
Vegetation,63,65,50
Vegetation,64,67,50
Vegetation,65,69,51
Vegetation,68,74,52
Vegetation,70,76,53
Vegetation,73,74,53
Vegetation,74,74,53
Vegetation,74,76,53
Vegetation,74,78,53
Vegetation,74,79,53
Vegetation,73,79,54
Vegetation,72,76,54
Vegetation,71,71,53
Vegetation,70,70,53
Vegetation,68,69,52
Vegetation,66,65,50
Vegetation,65,61,49
Vegetation,63,60,47
Vegetation,61,59,48
Vegetation,60,57,49
Vegetation,65,63,50
Vegetation,69,69,51
Vegetation,73,75,53
Vegetation,62,64,49
Vegetation,62,65,49
Vegetation,63,66,50
Vegetation,65,68,51
Vegetation,67,72,52
Vegetation,69,74,53
Vegetation,72,72,53
Vegetation,73,73,53
Vegetation,73,75,53
Vegetation,74,77,53
Vegetation,74,78,54
Vegetation,73,77,55
Vegetation,72,74,55
Vegetation,71,72,54
Vegetation,70,70,53
Vegetation,68,69,52
Vegetation,66,66,51
Vegetation,65,62,50
Vegetation,63,61,48
Vegetation,62,60,49
Vegetation,62,61,50
Vegetation,62,64,49
Vegetation,63,65,50
Vegetation,64,67,51
Vegetation,66,72,52
Vegetation,69,74,53
Vegetation,72,73,53
Vegetation,73,74,53
Vegetation,73,75,53
Vegetation,73,76,54
Vegetation,74,76,55
Vegetation,73,75,56
Vegetation,72,74,56
Vegetation,71,73,54
Vegetation,70,72,54
Vegetation,68,70,53
Vegetation,66,67,52
Vegetation,65,65,51
Vegetation,62,64,50
Vegetation,64,66,51
Vegetation,66,70,53
Vegetation,69,72,54
Vegetation,71,72,53
Vegetation,72,73,53
Vegetation,72,75,53
Vegetation,73,76,54
Vegetation,74,77,55
Vegetation,73,77,57
Vegetation,73,76,57
Vegetation,73,75,55
Vegetation,72,74,54
